link_id,type,group1_id,group2_id,description,group1_name,group2_name,year,multiple,map_name   
653,spl,95,219,"Masood Azhar splits from HuM to found JeM, amidst ethnic disagreement and separation within several ethnic militant organizations.",Jaish-e-Mohammad,Harakat-ul-Mujahedeen,2000,1,Pakistan -- All
653,spl,95,219,"Masood Azhar splits from HuM to found JeM, amidst ethnic disagreement and separation within several ethnic militant organizations.",Jaish-e-Mohammad,Harakat-ul-Mujahedeen,2000,1,Pakistan
657,aff,129,21,"Suspected AQ-allied militants from the Salafia Jihadia movement carry out a series of bombings on Spanish trains in Madrid, killing 191 people and wounding 2,050. The bombers are also strong affiliated with GICM.",Moroccan Islamic Combatant Group,Al Qaeda,2004,1,Global Al Qaeda
657,aff,129,21,"Suspected AQ-allied militants from the Salafia Jihadia movement carry out a series of bombings on Spanish trains in Madrid, killing 191 people and wounding 2,050. The bombers are also strong affiliated with GICM.",Moroccan Islamic Combatant Group,Al Qaeda,2004,1,North Africa
685,riv,89,119,"Following the EPL's demobilization, the FARC allied with the dissentient EPL faction and attacked demobilized EPL members for betraying the revolution.",Revolutionary Armed Forces of Colombia - People's Army,Popular Liberation Army,1991,0,Colombia
949,riv,147,465,SSP being an anti Shitte Sunni group developed a natural rivalry with TJP soon after its founding. ,Sipah-e-Sahaba Pakistan ,Tehreek-e-Jafaria Pakistan,1985,0,Pakistan -- All
951,spl,147,215,"Scholars dispute the exact date of the formation of Lashkar-e-Jhangvi (LeJ).  Some allege LeJ was formed after the 1990 assassination of the founder of Sipah-e-Sahaba Pakistan (SSP), LeJs parent organization.  That account contends that LeJ remained part of the SSP until 1995, when it formally split to protest an emerging dialogue between the SSP and Shiite parties. Others say LeJ was formed immediately after one of its founders, Riaz Basra, escaped from police custody in 1994.",Sipah-e-Sahaba Pakistan ,Lashkar-e-Jhangvi,1995,0,Pakistan -- All
683,riv,87,85,"The AUC, a right wing paramilitary group, was created to combat leftist guerrilla groups, including the ELN. ",National Liberation Army (Colombia),United Self-Defense Forces of Colombia ,1997,0,Colombia
719,riv,87,85,"The AUC was created to combat leftist guerrillas, including the ELN, and recently attacked communities with suspected ELN sympathizers.",National Liberation Army (Colombia),United Self-Defense Forces of Colombia ,1997,0,Colombia
687,aff,89,91,"Former FARC guerilla, notably Jaime Bateman, co-founded the M-19 in 1974.",Revolutionary Armed Forces of Colombia - People's Army,April 19 Movement,1974,0,Colombia
1545,spl,13,609,"On August 29, 2014, AI officially merged with the Islamic State (IS). However, AI's Syrian branch rejected the merger and has continued to operate under the name of Ansar al-Islam. ",Ansar al-Islam,Ansar al-Islam Syria,2014,0,Iraq
691,riv,407,91,"The MAS was originally created, in retaliation for the kidnapping of Don Fabio's daughter by the M-19.",Muerte a Secuestradores,April 19 Movement,1981,0,Colombia
699,riv,407,89,"Because the FARC actively utilizes kidnapping to maintain its status as a major global cocaine supplier, MAS targets the right-wing guerrilla in order to (among other vested interests) recover its cocaine monopoly in Colombia. ",Muerte a Secuestradores,Revolutionary Armed Forces of Colombia - People's Army,1982,0,Colombia
703,riv,407,89,"Because the FARC actively utilizes kidnapping to maintain its status as a major global cocaine supplier, MAS targets the right-wing guerrilla in order to (among other vested interests) recover its cocaine monopoly in Colombia. ",Muerte a Secuestradores,Revolutionary Armed Forces of Colombia - People's Army,1982,0,Colombia
705,riv,407,89,"MAS was created to attack all leftist guerrilla groups that kidnapped drug lords and large landowners, including the FARC.",Muerte a Secuestradores,Revolutionary Armed Forces of Colombia - People's Army,1982,0,Colombia
1541,all,89,607,BACRIM and the FARC have work together in the drug trade since BACRIM's inception. Additionally BACRIM has reportedly shared militants with the FARC .,Revolutionary Armed Forces of Colombia - People's Army,Bandas Criminales,2006,0,Colombia
1543,all,87,607,"BACRIM's involvement in the drug trade has made its relationship with the ELN one of partnership from the start. Additionally, BACRIM is reliant on the ELN, in addition to the FARC, for Coca Base.",National Liberation Army (Colombia),Bandas Criminales,2006,0,Colombia
721,aff,21,409,Close relations between Osama bin Laden and IMU co-founder Juma Namangani lead to the ideological and operational alliance between al-Qaeda and the IMU.,Al Qaeda,Islamic Movement of Uzbekistan,1998,1,Global Islamic State
721,aff,21,409,Close relations between Osama bin Laden and IMU co-founder Juma Namangani lead to the ideological and operational alliance between al-Qaeda and the IMU.,Al Qaeda,Islamic Movement of Uzbekistan,1998,1,Global Al Qaeda
723,aff,409,367,"IMU and Taliban militants fight alongside one another against Coalition and ISAF forces, suffering heavy losses.",Islamic Movement of Uzbekistan,The Taliban,2001,1,Global Al Qaeda
725,aff,409,367,The American invasion of Afghanistan led to the provision of a safe-haven of IMU fighters by Taliban commander Maulvi Nazir. The IMU was able to re-group and operate from South Warziristan from 2001-2007 as a result.,Islamic Movement of Uzbekistan,The Taliban,2001,1,Global Al Qaeda
723,aff,409,367,"IMU and Taliban militants fight alongside one another against Coalition and ISAF forces, suffering heavy losses.",Islamic Movement of Uzbekistan,The Taliban,2001,1,Global Islamic State
725,aff,409,367,The American invasion of Afghanistan led to the provision of a safe-haven of IMU fighters by Taliban commander Maulvi Nazir. The IMU was able to re-group and operate from South Warziristan from 2001-2007 as a result.,Islamic Movement of Uzbekistan,The Taliban,2001,1,Global Islamic State
727,mer,369,403,In the early 2000s SPIR (and IIPB) was incorporated into the armed forces of the Republic of Ichkeria. ,Chechen Republic of Ichkeria,Special Purpose Islamic Regiment,2003,0,North Caucasus
855,all,369,403,"The Chechen Republic of Ichkeria, Riyadus-Salikhin, IIPB, and SPIR collaborated to launch an attack on the Moscow Dubrovka Theatre. They held over 800 people hostage and over 130 people were killed. ",Chechen Republic of Ichkeria,Special Purpose Islamic Regiment,2002,0,North Caucasus
729,mer,369,397,"In the early 2000s, IIPB and SPIR merged into the armed forces of the Republic of Ichkeria. ",Chechen Republic of Ichkeria,International Islamic Peacekeeping Brigade,2003,0,North Caucasus
853,all,369,397,"The Chechen Republic of Ichkeria, Riyadus-Salikhin, IIPB, and SPIR collaborated to launch an attack on the Moscow Dubrovka Theatre. They held over 800 people hostage and over 130 people were killed. ",Chechen Republic of Ichkeria,International Islamic Peacekeeping Brigade,2002,0,North Caucasus
861,aff,397,21,"IPB served as the major liaison between Al Qaeda and terrorist organizations in the North Caucasus.  The group\'s co-founder, Ibn Al Khattab, was a Saudi Arabian Al Qaeda member.",International Islamic Peacekeeping Brigade,Al Qaeda,1998,0,North Caucasus
733,all,413,397,Shamil Basayev was the co-founder of IIPB and the founder of Riyadus-Salikhin. Both groups collaborated on several attacks. They also shared members. ,Riyadus-Salikhin Reconnaissance and Sabotage Brigade,International Islamic Peacekeeping Brigade,1999,0,North Caucasus
735,aff,369,375,Shariat Jamaat (Dagestan) and the Chechen Republic of Ichkeria were both responsible for attacks against the Russian Federation in the hopes of attaining independence. ,Chechen Republic of Ichkeria,Shariat Jamaat,2002,0,North Caucasus
741,aff,369,375,Shariat Jamaat (Dagestan) and the Chechen Republic of Ichkeria were both responsible for attacks against the Russian Federation in the hopes of attaining independence. ,Chechen Republic of Ichkeria,Shariat Jamaat,2002,0,North Caucasus
737,aff,369,373,Ingush Jamaat (Ingushetia) and the Chechen Republic of Ichkeria were both responsible for attacks against the Russian Federation in the hopes of attaining independence. ,Chechen Republic of Ichkeria,Ingush Jamaat,2000,0,North Caucasus
745,aff,369,371,Yarmuk Jamaat (Kabardino-Balkaria) and the Chechen Republic of Ichkeria were both responsible for attacks against the Russian Federation in the hopes of attaining independence. ,Chechen Republic of Ichkeria,Yarmuk Jamaat,2002,0,North Caucasus
747,mer,413,255,"In 2009, under Doku Umarov\'s order, the Caucasus Emirate reactivated Riyadus-Salikhin, which displayed little activity after Shamil Basayev\'s (leader and founder) death in 2006. ",Riyadus-Salikhin Reconnaissance and Sabotage Brigade,Caucasus Emirate,2009,0,North Caucasus
755,mer,369,255,"Doku Umarov announced the end of the Chechen Republic of Ichkeria and founded a new umbrella organization, the Caucasus Emirate, to combine all of the terrorist groups in the North Caucasus. ",Chechen Republic of Ichkeria,Caucasus Emirate,2007,0,North Caucasus
751,mer,373,255,"After the dissolution of the Republic of Ichkeria and the founding of the Caucasus Emirate, the Ingush Jamaat was incorporated into the Caucasus Emirate. ",Ingush Jamaat,Caucasus Emirate,2007,0,North Caucasus
917,all,405,57,"The Mahdi Army and SCIRI worked together in the lead up to the 2010 Iraqi parliamentary elections.  However, the two groups rivalry resumed shortly after the elections.",Supreme Council for Islamic Revolution in Iraq,Mahdi Army,2009,0,Iraq
847,riv,405,57,"The Mahdi Army and the SCIRI's armed wing, the Badr Brigades, clashed in August of 2007 in Karbala. Over 50 shiite pilgrims were killed in the battle.",Supreme Council for Islamic Revolution in Iraq,Mahdi Army,2007,0,Iraq
1473,all,405,57,"Although previously uncooperative, the Mahdi Army and SCIRI worked together in the 2005 election and both joined the Iraqi Union Alliance coalition. The Mahdi Armys participation in the coalition was crucial to its success and ultimately resulted in the ascension of Nouri al-Maliki as prime minister. However, by 2006 Sadr and the Mahdi Army had begun to openly oppose the Iraqi government.",Supreme Council for Islamic Revolution in Iraq,Mahdi Army,2005,0,Iraq
757,mer,255,375,"After the dissolution of the Republic of Ichkeria and the founding of the Caucasus Emirate, the Shariat Jamaat was incorporated into the Caucasus Emirate. ",Caucasus Emirate,Shariat Jamaat,2007,0,North Caucasus
877,mer,255,375,"Doku Umarov announced the end of the Chechen Republic of Ichkeria and founded a new umbrella organization, the Caucasus Emirate, to combine all of the terrorist groups in the North Caucasus. ",Caucasus Emirate,Shariat Jamaat,2007,0,North Caucasus
759,mer,255,371,"After the dissolution of the Republic of Ichkeria and the founding of the Caucasus Emirate, the Yarmuk Jamaat was incorporated into the Caucasus Emirate. ",Caucasus Emirate,Yarmuk Jamaat,2007,0,North Caucasus
879,mer,255,371,"Doku Umarov announced the end of the Chechen Republic of Ichkeria and founded a new umbrella organization, the Caucasus Emirate, to combine all of the terrorist groups in the North Caucasus. ",Caucasus Emirate,Yarmuk Jamaat,2007,0,North Caucasus
761,mer,255,377,"After the dissolution of the Republic of Ichkeria and the founding of the Caucasus Emirate, the Liberation Army of Dagestan was incorporated into the Caucasus Emirate. ",Caucasus Emirate,Liberation Army of Dagestan,2007,0,North Caucasus
763,aff,369,377,Liberation Army of Dagestan and the Chechen Republic of Ichkeria were both responsible for attacks against the Russian Federation in the hopes of attaining independence. ,Chechen Republic of Ichkeria,Liberation Army of Dagestan,1999,0,North Caucasus
865,aff,403,21,"SPIR received financial assistance from Al Qaeda, like other prominent terrorist groups in the North Caucasus. As a result of Al Qaeda influence, they expanded their mission from establishing an independent Chechnya to creating a North Caucasus Caliphate. ",Special Purpose Islamic Regiment,Al Qaeda,1996,0,North Caucasus
873,mer,255,373,"Doku Umarov announced the end of the Chechen Republic of Ichkeria and founded a new umbrella organization, the Caucasus Emirate, to combine all of the terrorist groups in the North Caucasus. ",Caucasus Emirate,Ingush Jamaat,2007,0,North Caucasus
859,aff,369,21,The Republic of Ichkeria became associated with Al Qaeda through several leaders  who participated in Al Qaeda training camps in Afghanistan. These jihadists returned to Chechnya and trained other Chechens to do the same.,Chechen Republic of Ichkeria,Al Qaeda,1996,0,North Caucasus
777,spl,223,417,"Al-Badr split from Hizb-ul-Mujahideen in 1998. It is thought that the ISI instigated this split in order to separate the more violent al-Badr, made mostly of foreign mercenaries, from Hizbul-ul-Mujahideen.",Hizb-ul-Mujahideen,Al-Badr,1998,0,Pakistan -- All
